CO,JUR,CNTYNAME,DATE,PLACE,OFFICE,AREA,TERM,LASTNAME,FIRSTNAME,BALDESIG,INCUMB,CAND#,VOTES,TOTVOTES,PERCENT,ELECTED
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY CLERK,,Full,Doerfling,Elaine,City Clerk,Yes,1,2944,2944,1.0,Yes
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY COUNCIL,,Full,Edgerton,Sam Y.,Incumbent,Yes,7,2009,7557,0.266,Yes
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY COUNCIL,,Full,Benz,Robert,Incumbent,Yes,7,1713,7557,0.227,Yes
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY COUNCIL,,Full,Dewey,Jim,Businessman/Computer Consultant,No,7,1217,7557,0.161,No
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY COUNCIL,,Full,Wood,Jack,Civil Engineer/Businessman,No,7,901,7557,0.119,No
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY COUNCIL,,Full,O'Dell,Dennis,Federal Criminal Investigator,No,7,863,7557,0.114,No
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY COUNCIL,,Full,Kelly,Sean M.,Sales Representative,No,7,498,7557,0.066,No
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY COUNCIL,,Full,Murphy,Kenneth F.,Property Manager,No,7,356,7557,0.047,No
19,2,LOS ANGELES,1995-11-07,HERMOSA BEACH,CITY TREASURER,,Full,Workman,John M.,Appointed Incumbent,Yes,1,2921,2921,1.0,Yes
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY COUNCIL,3.0,Full,Fernandez,Jose,Councilman,Yes,3,600,939,0.639,Yes
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY COUNCIL,,,Stevens,Michael,Marketing Media Consultant,No,3,173,939,0.184,No
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY COUNCIL,,,Bueno-Flores,Mary H.,Attorney-at-Law,No,3,166,939,0.177,No
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY COUNCIL,4.0,Full,Hardeman,Garland L.,Councilman,Yes,4,259,581,0.446,Yes
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY COUNCIL,,,Thomas,"Ervin ""Tony""",Management/Planning Analyst,No,4,160,581,0.275,No
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY COUNCIL,,,Benson,Virgile P.,Businessman,No,4,100,581,0.172,No
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY COUNCIL,,,Thomas,Almeda,No Ballot Designation,No,4,62,581,0.107,No
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY CLERK,,Full,Harris,"Hermanita ""Anita""",City Clerk,Yes,2,2963,3473,0.853,Yes
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY CLERK,,Full,Owolo,Nzinga,Computer Engineer,No,2,510,3473,0.147,No
19,2,LOS ANGELES,1995-04-04,INGLEWOOD,CITY TREASURER,,Full,Brown,Wanda M.,City Treasurer,Yes,1,3220,3220,1.0,Yes
19,2,LOS ANGELES,1995-06-06,INGLEWOOD,CITY COUNCIL,4.0,Full,Hardeman,Garland L.,Councilman,Yes,2,552,947,0.583,Yes
19,2,LOS ANGELES,1995-06-06,INGLEWOOD,CITY COUNCIL,4.0,Full,Thomas,"Ervin ""Tony""",Management/Planning Analyst,No,2,395,947,0.417,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,2.0,Full,Wachs,Joel,Incumbent,Yes,2,12674,16659,0.761,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,2.0,Full,Clary,Wayne,Computer Consultant,No,2,3985,16659,0.239,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,4.0,Full,Ferraro,John,Incumbent,Yes,2,12127,16883,0.718,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,4.0,Full,Lockwood,Linda,Civic Community Organizer,No,2,4756,16883,0.282,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,5.0,Full,Feuer,Mike,"Director, Legal Services",No,4,12585,31655,0.398,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,5.0,Full,Yaroslavsky,Barbara,Community-Education Advocate,No,4,8401,31655,0.265,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,5.0,Full,Weintraub,Roberta,No Ballot Designation,No,4,6726,31655,0.212,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,5.0,Full,Brain,Jeff,No Ballot Designation,No,4,3943,31655,0.125,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,6.0,Full,Galanter,Ruth,Member of the City Council,Yes,4,15918,21833,0.729,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,6.0,Full,Grammatico,Sal,Community Environmentalist/Businessman,No,4,2519,21833,0.115,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,6.0,Full,Prestup,Jill,Businesswoman/Educator,No,4,2124,21833,0.097,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,6.0,Full,Niezgodzki,Richard,Rehabilitation Construction Specialist,No,4,1272,21833,0.058,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,8.0,Full,Ridley-Thomas,Mark,Member of the City Council,Yes,3,14758,16668,0.885,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,8.0,Full,Miller,Addie,Businesswoman,No,3,1085,16668,0.065,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,8.0,Full,Burton,Cal,Broadcast Executive/Producer,No,3,825,16668,0.049,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,10.0,Full,Holden,Nate,Member of the City Council,Yes,3,7080,15346,0.461,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,10.0,Full,Sanders,Stan,Businessman,No,3,6524,15346,0.425,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,10.0,Full,Ross,Kevin,Prosecutor,No,3,1742,15346,0.114,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,12.0,Full,Bernson,Hal,Member of the City Council,Yes,3,15611,21379,0.73,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,12.0,Full,Guzman Sr.,David,City Interdepartmental Coordinator,No,3,3336,21379,0.156,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,12.0,Full,Armoudian,Maria,"Journalist, Publisher, Teacher",No,3,2432,21379,0.114,No
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,14.0,Full,Alatorre,Richard,Member of the City Council,Yes,2,6868,11750,0.585,Yes
19,2,LOS ANGELES,1995-04-11,LOS ANGELES,CITY COUNCIL,14.0,Full,Parra,Alvin,Program Director,Yes,2,4882,11750,0.415,No
19,2,LOS ANGELES,1995-06-06,LOS ANGELES,CITY COUNCIL,5.0,Full,Feuer,Mike,"Director, Legal Services",No,2,20780,30427,0.683,Yes
19,2,LOS ANGELES,1995-06-06,LOS ANGELES,CITY COUNCIL,5.0,Full,Yaroslavsky,Barbara,Community-Education Advocate,No,2,9647,30427,0.317,No
19,2,LOS ANGELES,1995-06-06,LOS ANGELES,CITY COUNCIL,10.0,Full,Holden,Nate,Member of the City Council,Yes,2,8878,16378,0.542,Yes
19,2,LOS ANGELES,1995-06-06,LOS ANGELES,CITY COUNCIL,10.0,Full,Sanders,Stan,Businessman,No,2,7500,16378,0.458,No
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY CLERK,,Full,Hooper,Andrea L.,City clerk,Yes,2,1613,2303,0.7,Yes
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY CLERK,,Full,McZeal,Ada C.,Corporate Manager,No,2,690,2303,0.3,No
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY COUNCIL,,Full,Heine,Louis J.,Councilmember,Yes,6,1113,4292,0.259,Yes
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY COUNCIL,,Full,Byrd,Louis,Councilperson,Yes,6,987,4292,0.23,Yes
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY COUNCIL,,Full,Reyes,Arturo,Accountant,No,6,855,4292,0.199,No
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY COUNCIL,,Full,Miranda,Benjamin R.,Retired Businessman,No,6,528,4292,0.123,No
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY COUNCIL,,Full,Carr,Patricia,County Worker,No,6,449,4292,0.105,No
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY COUNCIL,,Full,Brown,Mel,Union Carpenter,No,6,360,4292,0.084,No
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY TREASURER,,Full,Pygatt,Iris,City Treasurer,Yes,2,1355,2294,0.591,Yes
19,2,LOS ANGELES,1995-11-07,LYNWOOD,CITY TREASURER,,Full,Andersen,Helen T.,Businesswoman,No,2,939,2294,0.409,No
19,2,LOS ANGELES,1995-11-07,MONTEBELLO,CITY CLERK,,Full,Saucedo,Mary Anne,City Clerk,Yes,1,4626,4626,1.0,Yes
19,2,LOS ANGELES,1995-11-07,MONTEBELLO,CITY COUNCIL,,Full,Payan,Art,"Mayor, City of Montebello",No,5,3742,10401,0.36,Yes
19,2,LOS ANGELES,1995-11-07,MONTEBELLO,CITY COUNCIL,,Full,Salazar,Kathy,Businesswoman/Registered Nurse,No,5,2672,10401,0.257,Yes
19,2,LOS ANGELES,1995-11-07,MONTEBELLO,CITY COUNCIL,,Full,"Broguiere, Jr.",Ray,Dairy Products Businessman,No,5,1673,10401,0.161,No
19,2,LOS ANGELES,1995-11-07,MONTEBELLO,CITY COUNCIL,,Full,Ramirez,"Jesus ""Jess""",City Councilman,Yes,5,1596,10401,0.153,No
19,2,LOS ANGELES,1995-11-07,MONTEBELLO,CITY COUNCIL,,Full,Salazar,Larry,Businessman,No,5,718,10401,0.069,No
19,2,LOS ANGELES,1995-11-07,MONTEBELLO,CITY TREASURER,,Full,Malkasian,"Tom ""Zav""",Banker,No,1,4351,4351,1.0,Yes
19,2,LOS ANGELES,1995-11-07,PALMDALE,CITY COUNCIL,,Full,Davies,Joe,Councilman,Yes,5,3547,12411,0.286,Yes
19,2,LOS ANGELES,1995-11-07,PALMDALE,CITY COUNCIL,,Full,Myers,David John,Councilmember/Nonprofit Director,Yes,5,2690,12411,0.217,Yes
19,2,LOS ANGELES,1995-11-07,PALMDALE,CITY COUNCIL,,Full,Beattie,Al,Business Owner,No,5,2418,12411,0.195,No
19,2,LOS ANGELES,1995-11-07,PALMDALE,CITY COUNCIL,,Full,Storm,Jeff,Technical Writer,No,5,2010,12411,0.162,No
19,2,LOS ANGELES,1995-11-07,PALMDALE,CITY COUNCIL,,Full,Agner,"William ""Ed""",Educator,No,5,1746,12411,0.141,No
19,2,LOS ANGELES,1995-11-07,PALMDALE,CITY MAYOR,,Full,"Ledford, Jr.",James C.,Mayor of the City of Palmdale,Yes,2,4170,7238,0.576,Yes
19,2,LOS ANGELES,1995-11-07,PALMDALE,CITY MAYOR,,Full,Dispenza,Mike,Business Owner,No,2,3068,7238,0.424,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,1.0,Full,Knox,Saundra,Housing Services Executive,No,3,949,2290,0.414,Yes
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,1.0,Full,Streator,Joyce,City Commissioner,No,3,863,2290,0.377,Yes
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,1.0,Full,Frausto,Porfirio,Small Business/Landscape Gardener,No,3,478,2290,0.209,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,2.0,Full,Little,Paul,Neighborhood Advocate,No,6,955,2350,0.406,Yes
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,2.0,Full,Nay,Mark,"Architect, Design Commissioner",No,6,591,2350,0.251,Yes
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,2.0,Full,Brown,Ted,Insurance Adjuster/Investigator,No,6,436,2350,0.186,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,2.0,Full,Robertson,Doug,Architect,No,6,154,2350,0.066,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,2.0,Full,Lomako,James,Legal Investigator/Analyst,No,6,122,2350,0.052,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,2.0,Full,Brownfield,Jim,No Ballot Designation,No,6,92,2350,0.039,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,4.0,Full,Paparian,William,"Vice Mayor, City of Pasadena",No,2,2119,3106,0.682,Yes
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,4.0,Full,Takenouchi,June,Realtor,No,2,987,3106,0.318,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,6.0,Full,York,Bill,Engineering Manager,No,5,1119,3554,0.315,Yes
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,6.0,Full,Villicana,Ann-Marie,"Attorney, Realtor",No,5,1062,3554,0.299,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,6.0,Full,Padilla,Katherine,Marketing/Public Affair Consultant,No,5,958,3554,0.27,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,6.0,Full,Zepeda,Fred,Businessman,No,5,361,3554,0.102,No
19,2,LOS ANGELES,1995-03-07,PASADENA,CITY COUNCIL,6.0,Full,Smith,Jack,Business Owner,No,5,54,3554,0.015,No
19,2,LOS ANGELES,1995-04-18,PASADENA,CITY COUNCIL,1.0,Full,Streator,Joyce,City Commissioner,No,2,1457,2336,0.624,Yes
19,2,LOS ANGELES,1995-04-18,PASADENA,CITY COUNCIL,1.0,Full,Knox,Saundra,Housing Services Executive,No,2,879,2336,0.376,No
19,2,LOS ANGELES,1995-04-18,PASADENA,CITY COUNCIL,2.0,Full,Little,Paul,Museum Communication Coordinator,No,2,1532,2110,0.726,Yes
19,2,LOS ANGELES,1995-04-18,PASADENA,CITY COUNCIL,2.0,Full,Nay,Mark,"Architect, Design Commissioner",No,2,578,2110,0.274,No
19,2,LOS ANGELES,1995-04-18,PASADENA,CITY COUNCIL,6.0,Full,Villicana,Ann-Marie,"Attorney, Realtor",No,2,1737,3368,0.516,Yes
19,2,LOS ANGELES,1995-04-18,PASADENA,CITY COUNCIL,6.0,Full,York,Bill,Engineering Manager,No,2,1631,3368,0.484,No
19,2,LOS ANGELES,1995-03-07,POMONA,CITY COUNCIL,1.0,Full,Soto,Nell,Incumbent,Yes,2,705,1192,0.591,Yes
19,2,LOS ANGELES,1995-03-07,POMONA,CITY COUNCIL,1.0,Full,Jackson,Bob,Pomona Teacher,No,2,487,1192,0.409,No
19,2,LOS ANGELES,1995-03-07,POMONA,CITY COUNCIL,4.0,Full,Lantz,Paula,Incumbent,Yes,2,1035,1356,0.763,Yes
19,2,LOS ANGELES,1995-03-07,POMONA,CITY COUNCIL,4.0,Full,McPheeters,D-Andre,Paralegal,No,2,321,1356,0.237,No
19,2,LOS ANGELES,1995-03-07,POMONA,CITY COUNCIL,6.0,Full,White,Willie,Vice Mayor,No,2,1178,1867,0.631,Yes
19,2,LOS ANGELES,1995-03-07,POMONA,CITY COUNCIL,6.0,Full,Osan,P.,Broker Consultant,No,2,689,1867,0.369,No
19,2,LOS ANGELES,1995-03-07,POMONA,CITY MAYOR,,Full,Cortez,Eddy,"Mayor, Business Owner",Yes,4,3223,6186,0.521,Yes
19,2,LOS ANGELES,1995-03-07,POMONA,CITY MAYOR,,Full,Rodich,Milo,"Retired, Real State Broker",No,4,1970,6186,0.318,No
19,2,LOS ANGELES,1995-03-07,POMONA,CITY MAYOR,,Full,Belluscio,Ric,Probation Officer,No,4,556,6186,0.09,No
19,2,LOS ANGELES,1995-03-07,POMONA,CITY MAYOR,,Full,Tapia,Abe,No Ballot Designation,No,4,437,6186,0.071,No
19,2,LOS ANGELES,1995-11-07,RANCHO PALOS VERDES,CITY COUNCIL,,Full,McTaggart,John C.,Incumbent,Yes,6,4025,17554,0.229,Yes
19,2,LOS ANGELES,1995-11-07,RANCHO PALOS VERDES,CITY COUNCIL,,Full,Ferraro,Barbara,"Planning Commissioner, Educator",No,6,3824,17554,0.218,Yes
19,2,LOS ANGELES,1995-11-07,RANCHO PALOS VERDES,CITY COUNCIL,,Full,Hollingsworth,Tom,Marketing Communication Consultant,No,6,2827,17554,0.161,No
19,2,LOS ANGELES,1995-11-07,RANCHO PALOS VERDES,CITY COUNCIL,,Full,Hayes,Sonja,Planning Commissioner/Bussinesswoman,No,6,2665,17554,0.152,No
19,2,LOS ANGELES,1995-11-07,RANCHO PALOS VERDES,CITY COUNCIL,,Full,Alberio,Gilbert,Engineer/Contract Administrator,No,6,2461,17554,0.14,No
19,2,LOS ANGELES,1995-11-07,RANCHO PALOS VERDES,CITY COUNCIL,,Full,Bottorff,John,Businessman,No,6,1752,17554,0.1,No
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY COUNCIL,3.0,Full,Gin,Mike,Computer Programer,No,4,1102,1771,0.622,Yes
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY COUNCIL,3.0,Full,Bostrom,Frank,Architect,No,4,385,1771,0.217,No
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY COUNCIL,3.0,Full,Bopp,Steve,Sales Representative,No,4,207,1771,0.117,No
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY COUNCIL,3.0,Full,Gaillard,William,Outside Salesman,No,4,77,1771,0.043,No
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY COUNCIL,5.0,Full,White,Marilyn J.,No Ballot Designation,No,3,920,1530,0.601,Yes
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY COUNCIL,5.0,Full,Lewis,Kim M.,No Ballot Designation,No,3,541,1530,0.354,No
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY COUNCIL,5.0,Full,Brennan,Barry J.,No Ballot Designation,No,3,69,1530,0.045,No
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY CLERK,,Full,Oliver,John,City Clerk,Yes,1,5796,5796,1.0,Yes
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY TREASURER,,Full,De Long,Alice,City Treasurer,Yes,4,2713,7284,0.372,Yes
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY TREASURER,,Full,O'Dell,Ernie,"Executive Director, Chamber of Commerce",No,4,2593,7284,0.356,No
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY TREASURER,,Full,Herrera,Armando,City Revenue Supervisor,No,4,1969,7284,0.27,No
19,2,LOS ANGELES,1995-03-07,REDONDO BEACH,CITY TREASURER,,Full,Boyle,Chris,Write-In Candidate,No,4,9,7284,0.001,No
21,2,MARIN,1995-11-07,CORTE MADERA,CITY COUNCIL,,Full,Gioia,Phil,International Investment Banker,No,6,1258,4138,0.304,Yes
21,2,MARIN,1995-11-07,CORTE MADERA,CITY COUNCIL,,Full,Blair,Pat,Retired Police Secretary,No,6,861,4138,0.208,Yes
21,2,MARIN,1995-11-07,CORTE MADERA,CITY COUNCIL,,Full,Rainwater,Frank,Businessman/Inventor,No,6,732,4138,0.177,No
21,2,MARIN,1995-11-07,CORTE MADERA,CITY COUNCIL,,Full,Dupar,John G.,Certified Public Accountant,No,6,576,4138,0.139,No
21,2,MARIN,1995-11-07,CORTE MADERA,CITY COUNCIL,,Full,Erickson,Michael,Consultant/Investor,No,6,542,4138,0.131,No
21,2,MARIN,1995-11-07,CORTE MADERA,CITY COUNCIL,,Full,Marne,Russell K.,Attorney,No,6,169,4138,0.041,No
21,2,MARIN,1995-11-07,MILL VALLEY,CITY COUNCIL,,Full,Barnes,Catharine,Incumbent,Yes,5,2486,9276,0.268,Yes
21,2,MARIN,1995-11-07,MILL VALLEY,CITY COUNCIL,,Full,Raub,David W.,Incumbent,Yes,5,2361,9276,0.255,Yes
21,2,MARIN,1995-11-07,MILL VALLEY,CITY COUNCIL,,Full,Leonard,John,Councilmember,Yes,5,2089,9276,0.225,Yes
21,2,MARIN,1995-11-07,MILL VALLEY,CITY COUNCIL,,Full,Waldeck,Clifford,Small Business Owner,No,5,1780,9276,0.192,No
21,2,MARIN,1995-11-07,MILL VALLEY,CITY COUNCIL,,Full,Bruinsma,Theo,Waiter,No,5,560,9276,0.06,No
21,2,MARIN,1995-06-06,NOVATO,CITY COUNCIL,,Full,Eklund,Pat,Environmental Protection Administrator,No,5,2596,7739,0.335,Yes
21,2,MARIN,1995-06-06,NOVATO,CITY COUNCIL,,Full,Dillon-Knutson,Carole,Businesswoman/College Trustee,No,5,1805,7739,0.233,No
21,2,MARIN,1995-06-06,NOVATO,CITY COUNCIL,,Full,Mc Clarin,Judith,Biochemist,No,5,1766,7739,0.228,No
21,2,MARIN,1995-06-06,NOVATO,CITY COUNCIL,,Full,Coleman,John,Business Owner,No,5,843,7739,0.109,No
21,2,MARIN,1995-06-06,NOVATO,CITY COUNCIL,,Full,Meyers,Gail E.,Retired,No,5,729,7739,0.094,No
21,2,MARIN,1995-11-07,NOVATO,CITY COUNCIL,,Full,Dillon-Knutson,Carole,Businesswoman/College Trustee,No,7,5699,30883,0.185,Yes
21,2,MARIN,1995-11-07,NOVATO,CITY COUNCIL,,Full,Di Giorgio,Mike,Small Businessman,No,7,5458,30883,0.177,Yes
21,2,MARIN,1995-11-07,NOVATO,CITY COUNCIL,,Full,Murray,Cynthia,Councilmember/Business Consultant,Yes,7,5375,30883,0.174,Yes
21,2,MARIN,1995-11-07,NOVATO,CITY COUNCIL,,Full,Kapranos,Margaret,Business Owner,No,7,4323,30883,0.14,No
21,2,MARIN,1995-11-07,NOVATO,CITY COUNCIL,,Full,Fishwick,Dennis,Novato Councilmember,Yes,7,3993,30883,0.129,No
21,2,MARIN,1995-11-07,NOVATO,CITY COUNCIL,,Full,Di Basilio,Dana,Certified Shorthand Reporter,No,7,3181,30883,0.103,No
21,2,MARIN,1995-11-07,NOVATO,CITY COUNCIL,,Full,Meyers,Gail,Retired,No,7,2854,30883,0.092,No
21,2,MARIN,1995-11-07,SAN ANSELMO,CITY CLERK,,Full,Stutsman,Debra J.,Administrative Assistant,No,1,2308,2308,1.0,Yes
21,2,MARIN,1995-11-07,SAN ANSELMO,CITY COUNCIL,,Full,Yarish,Tim,Incumbent,Yes,4,2231,6427,0.347,Yes
21,2,MARIN,1995-11-07,SAN ANSELMO,CITY COUNCIL,,Full,Hodgens,Judith K.,Appointed Incumbent,Yes,4,1928,6427,0.3,Yes
21,2,MARIN,1995-11-07,SAN ANSELMO,CITY COUNCIL,,Full,Nome,Sarah,Businesswoman/Writer,No,4,1249,6427,0.194,No
21,2,MARIN,1995-11-07,SAN ANSELMO,CITY COUNCIL,,Full,Gladysz,David J.,Produce Merchandiser,No,4,1019,6427,0.159,No
21,2,MARIN,1995-11-07,SAN ANSELMO,CITY TREASURER,,Full,Sheldon,Merle,Incumbent,Yes,1,2275,2275,1.0,Yes
21,2,MARIN,1995-11-07,SAN RAFAEL,CITY ATTORNEY,,Full,Ragghianti,Gary T.,Incumbent,Yes,1,8381,8381,1.0,Yes
21,2,MARIN,1995-11-07,SAN RAFAEL,CITY CLERK-ASSESSOR,,Full,Leoncini,Jeanne M.,Incumbent,Yes,1,8476,8476,1.0,Yes
21,2,MARIN,1995-11-07,SAN RAFAEL,CITY COUNCIL,,Full,Cohen,Paul M.,San Rafael City Councilmember,Yes,4,7080,17878,0.396,Yes
21,2,MARIN,1995-11-07,SAN RAFAEL,CITY COUNCIL,,Full,Phillips,Gary,Certified Public Accountant,No,4,6496,17878,0.363,Yes
21,2,MARIN,1995-11-07,SAN RAFAEL,CITY COUNCIL,,Full,Oltman,Rick,Consultant/Businessman,Yes,4,3926,17878,0.22,No
21,2,MARIN,1995-11-07,SAN RAFAEL,CITY COUNCIL,,Full,White,Gayden,Security Consultant/Investigator,No,4,3376,17878,0.189,No
21,2,MARIN,1995-11-07,SAN RAFAEL,CITY MAYOR,,Full,Boro,Al,Mayor,Yes,2,6981,12284,0.568,Yes
21,2,MARIN,1995-11-07,SAN RAFAEL,CITY MAYOR,,Full,Zappetini,Dave,Steel Construction Estimator,No,2,5303,12284,0.432,No
21,2,MARIN,1995-11-07,TIBURON,CITY COUNCIL,,Full,Thompson,Andrew,Councilmember/Businessman,Yes,3,1893,4477,0.423,Yes
21,2,MARIN,1995-11-07,TIBURON,CITY COUNCIL,,Full,Hennessy,"Therese ""Terry""",Secretary,No,3,1806,4477,0.403,Yes
21,2,MARIN,1995-11-07,TIBURON,CITY COUNCIL,,Full,Perlmutter,Martin,Management Consultant,No,3,778,4477,0.174,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Sullivan,Barbara,Family Assistance Representative,No,13,2566,15827,0.162,Yes
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Thurston,Stan,Attorney,No,13,2409,15827,0.152,Yes
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Moore,Dorothea J.,Business Owner,No,13,1899,15827,0.12,Yes
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Amey,Dwight W.,Minister/Pastor,No,13,1570,15827,0.099,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Baker,"William ""Bill""",Realtor,No,13,1404,15827,0.089,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Rossi,Susie,Director Promotional Events,No,13,1083,15827,0.068,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Newhoff,James,Retired Travel Agent,No,13,922,15827,0.058,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,de Ayora,Paul,School Board  Member,Yes,13,880,15827,0.056,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Coronas,Anthony,Business Owner,No,13,796,15827,0.05,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Pollard,Carl,Community Outreach Worker,No,13,713,15827,0.045,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Gumm,Donald,Emergency Services Director,No,13,612,15827,0.039,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Riggleman,Ken,Retired Truck Driver,No,13,503,15827,0.032,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Full,Stockard,Kyle,Youth Services Director,No,13,457,15827,0.029,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Short,Walsh,"Hebert ""Hub""",Social Service Administrator,No,8,2215,5533,0.4,Yes
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Short,Gomes,Mike,Business Owner,No,8,1585,5533,0.286,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Short,Crain,Nik,Student,No,8,409,5533,0.074,No
24,2,MERCED,1995-11-07,MERCED,CITY COUNCIL,,Short,Peterson,William David,Agribusiness,No,8,376,5533,0.068,No
